fid_1,bezeichnun,gis_id,elem_nr,datum,bildpfad,pgr_m,pgr_a,zw_pgr_m,zw_pgr_a,aun,twgeb,twrio,twsub,gw,kreuz,spt,ris,efli,afli,obs,ausbr,onf,zw_spt,zw_aun,zw_ris,zw_efli,zw_afli,zw_obs,lqrl,lqrp,eksl,eksp,btef,btep,sff,zw_btef,zw_btep,zw_lqrl,zw_lqrp,zw_eksl,zw_eksp,vnk,nnk,lage,fs,vst,bst,od_fs,zk,material,bauw,ausb
3578,Fahrbahn,Fl_20150413_3578,45520007_45520022.01,2015/4/13,Los1\Bilddaten\28087\37.jpg,17.06,2.679098361,4.77,3.68,0,4.77,1,1.94,4.77,U,17.76030558,0,0,0,0,0,0,3.78,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
3582,Fahrbahn,Fl_20150413_3582,45520007_45520022.01,2015/4/13,Los1\Bilddaten\28087\4.jpg,11.54,3.364,3.39,4.36,0,4.36,3.43,3.67,4.36,Ku,13.30537498,0,50,0,0,0,0,3.19,0,1,5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2782,Fahrbahn,Fl_20150413_2782,45520019_45520022.01,2015/4/13,Los1\Bilddaten\28087\56.jpg,8.79,2.318823529,2.7,3.26,0,3.59,3.14,3.26,3.59,Ku,15.90595172,10,5,0,5,0,0,3.59,0,2.79,1.83,1,1.83,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
3594,Fahrbahn,Fl_20150413_3594,45520010_45520007.01,2015/4/13,Los1\Bilddaten\28088\21.jpg,9.05,2.675294118,2.76,3.68,0,3.68,1.58,2.1,3.68,Ku,8.351518729,0,5,0,0,0,0,2.29,0,1,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
3593,Fahrbahn,Fl_20150413_3593,45520010_45520007.01,2015/4/13,Los1\Bilddaten\28088\29.jpg,13.14,4.003617021,3.79,5,0,5,2.44,3.08,5,U,15.08202502,1,15,0,0,0,0,3.51,0,1.5,2.67,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
3596,Fahrbahn,Fl_20150413_3596,45520010_45520007.01,2015/4/13,Los1\Bilddaten\28088\4.jpg,9.25,2.95733871,2.81,3.96,0,3.96,1,1.74,3.96,Ku,5.46610762,0,0,0,0,0,0,1.77,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
152,Fahrbahn,Fl_20150413_152,45530036_45520010.01,2015/4/13,Los1\Bilddaten\28089\1.jpg,13.32,4.248965517,3.83,5,0,5,3.2,3.65,5,U,13.22091036,0,40,0,0,0,0,3.18,0,1,4.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
154,Fahrbahn,Fl_20150413_154,45530036_45520010.01,2015/4/13,Los1\Bilddaten\28089\12.jpg,15.58,3.724027778,4.4,4.72,0,4.72,1.34,2.19,4.72,U,11.39672502,0,1,0,0,0,0,2.84,0,1,1.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
156,Fahrbahn,Fl_20150413_156,45530036_45520010.01,2015/4/13,Los1\Bilddaten\28089\25.jpg,4.16,1.21,1.54,1.78,0,3.64,2.62,2.88,3.64,Ku,16.4359122,5,10,5,0,0,0,3.64,0,2.07,2.25,2.07,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
144,Fahrbahn,Fl_20150413_144,45530023_45530036.02,2015/4/13,Los1\Bilddaten\28089\38.jpg,11.17,3.709268293,3.29,4.71,0,4.71,2.47,3.03,4.71,U,14.67263016,5,5,0,0,0,0,3.44,0,2.07,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
149,Fahrbahn,Fl_20150413_149,45530023_45530036.02,2015/4/13,Los1\Bilddaten\28090\32.jpg,8.61,1.7535,2.65,2.5,0,2.65,1,1.41,2.65,Lu,8.782117874,0,0,0,0,0,0,2.37,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
151,Fahrbahn,Fl_20150413_151,45530023_45530036.02,2015/4/13,Los1\Bilddaten\28090\49.jpg,14.72,2.541044776,4.18,3.54,0,4.18,1,1.8,4.18,Ku,9.563450179,0,0,0,0,0,0,2.51,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
145,Fahrbahn,Fl_20150413_145,45530023_45530036.02,2015/4/13,Los1\Bilddaten\28090\5.jpg,6.27,1.920119048,2.07,2.73,0,3.23,1.88,2.21,3.23,M,13.50462006,0,10,0,0,0,0,3.23,0,1,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
138,Fahrbahn,Fl_20150413_138,45530028_45530023.02,2015/4/13,Los1\Bilddaten\28091\14.jpg,5.59,2.209779412,1.9,3.11,0,3.11,1,1.53,3.11,Lu,9.740127847,0,0,0,0,0,0,2.54,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
139,Fahrbahn,Fl_20150413_139,45530028_45530023.02,2015/4/13,Los1\Bilddaten\28091\20.jpg,6.06,2.14254902,2.02,3.02,0,3.02,1,1.51,3.02,Lu,8.999585699,0,0,0,0,0,0,2.41,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
140,Fahrbahn,Fl_20150413_140,45530028_45530023.02,2015/4/13,Los1\Bilddaten\28091\26.jpg,1.97,0.533333333,1.25,1.27,0,2.92,1,1.48,2.92,Lu,11.79316307,0,0,0,0,0,0,2.92,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
142,Fahrbahn,Fl_20150413_142,45530028_45530023.02,2015/4/13,Los1\Bilddaten\28091\39.jpg,8.84,1.565,2.71,2.25,0,2.74,1,1.44,2.74,Lu,10.82935629,0,0,0,0,0,0,2.74,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
143,Fahrbahn,Fl_20150413_143,45530028_45530023.02,2015/4/13,Los1\Bilddaten\28091\48.jpg,7.55,2.698548387,2.39,3.7,0,3.7,1,1.67,3.7,Ku,10.57530657,0,0,0,0,0,0,2.7,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
137,Fahrbahn,Fl_20150413_137,45530028_45530023.02,2015/4/13,Los1\Bilddaten\28091\8.jpg,13.56,2.7078125,3.89,3.71,0,3.89,1,1.72,3.89,Ku,8.299096854,0,0,0,0,0,0,2.28,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
167,Fahrbahn,Fl_20150413_167,45530015_45530028.01,2015/4/13,Los1\Bilddaten\28092\1.jpg,6.34,2.294285714,2.09,3.23,0,3.23,1,1.56,3.23,Lu,11.46460879,0,0,0,0,0,0,2.86,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
172,Fahrbahn,Fl_20150413_172,45530015_45530028.01,2015/4/13,Los1\Bilddaten\28092\35.jpg,5.66,2.113333333,1.92,2.98,0,3.21,1,1.55,3.21,Lu,13.42230119,0,0,0,0,0,0,3.21,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
168,Fahrbahn,Fl_20150413_168,45530015_45530028.01,2015/4/13,Los1\Bilddaten\28092\6.jpg,10.45,3.254025974,3.11,4.25,0,4.25,1,1.81,4.25,Ku,10.41072768,0,0,0,0,0,0,2.67,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
129,Fahrbahn,Fl_20150413_129,45530025_45530015.01,2015/4/13,Los1\Bilddaten\28093\0.jpg,5.95,2.3775,1.99,3.34,0,3.34,1,1.58,3.34,Lu,12.00756202,0,0,0,0,0,0,2.96,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
131,Fahrbahn,Fl_20150413_131,45530025_45530015.01,2015/4/13,Los1\Bilddaten\28093\10.jpg,9.42,2.710425532,2.86,3.71,0,3.71,1,1.68,3.71,Ku,12.07510209,0,0,0,0,0,0,2.97,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
135,Fahrbahn,Fl_20150413_135,45530025_45530015.01,2015/4/13,Los1\Bilddaten\28093\35.jpg,6.43,2.783448276,2.11,3.78,0,3.78,2.95,3.16,3.78,Ku,11.51335142,5,20,0,0,0,0,2.87,0,2.07,3.08,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
130,Fahrbahn,Fl_20150413_130,45530025_45530015.01,2015/4/13,Los1\Bilddaten\28093\4.jpg,11.12,2.5274,3.28,3.53,0,3.53,1,1.63,3.53,Ku,11.38191937,0,0,0,0,0,0,2.84,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
124,Fahrbahn,Fl_20150413_124,45530009_45530025.01,2015/4/13,Los1\Bilddaten\28094\12.jpg,9.36,2.886034483,2.84,3.89,0,3.89,2.86,3.12,3.89,Ku,13.92049412,0,30,0,0,0,0,3.3,0,1,3.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
125,Fahrbahn,Fl_20150413_125,45530009_45530025.01,2015/4/13,Los1\Bilddaten\28094\19.jpg,6.35,2.277943262,2.09,3.2,0,3.27,2.86,2.96,3.27,M,13.75623092,0,30,0,0,0,0,3.27,0,1,3.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
127,Fahrbahn,Fl_20150413_127,45530009_45530025.01,2015/4/13,Los1\Bilddaten\28094\35.jpg,14.16,3.801235955,4.04,4.8,0,4.8,3.2,3.6,4.8,U,11.16066861,0,40,0,0,0,0,2.8,0,1,4.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
123,Fahrbahn,Fl_20150413_123,45530009_45530025.01,2015/4/13,Los1\Bilddaten\28094\7.jpg,7.66,2.097575758,2.42,2.96,0,3.25,2.86,2.96,3.25,M,13.60776819,0,30,0,0,0,0,3.25,0,1,3.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
3550,Fahrbahn,Fl_20150413_3550,45530009_45530025.01,2015/4/13,Los1\Bilddaten\28095\12.jpg,4.88,1.430212766,1.72,2.07,0,3.1,3.47,3.38,3.38,M,12.79524943,15,5,0,0,0,0,3.1,0,3.5,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
3548,Fahrbahn,Fl_20150413_3548,45530009_45530025.01,2015/4/13,Los1\Bilddaten\28095\24.jpg,14.52,2.825508475,4.13,3.83,0,4.13,3.47,3.63,4.13,Ku,17.22809127,10,25,0,0,0,0,3.72,0,2.79,3.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
3547,Fahrbahn,Fl_20150413_3547,45530009_45530025.01,2015/4/13,Los1\Bilddaten\28095\30.jpg,9.62,3.090555556,2.91,4.09,0,4.09,4.54,4.43,4.43,U,18.04225664,30,30,0,5,0,0,3.8,0,5,3.83,1,1.83,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
3546,Fahrbahn,Fl_20150413_3546,45530009_45530025.01,2015/4/13,Los1\Bilddaten\28095\35.jpg,12.86,4.145396825,3.72,5,0,5,4.17,4.38,5,U,23.10701613,25,10,0,10,0,0,4.31,0,4.5,2.25,1,2.25,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
3551,Fahrbahn,Fl_20150413_3551,45530009_45530025.01,2015/4/13,Los1\Bilddaten\28095\6.jpg,8.56,1.934666667,2.64,2.75,0,3.06,3.25,3.2,3.2,M,12.55943084,5,30,0,0,0,0,3.06,0,2.07,3.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
3557,Fahrbahn,Fl_20150413_3557,45530025_45530015.01,2015/4/13,Los1\Bilddaten\28096\15.jpg,19.93,4.246569343,5,5,0,5,3.7,4.02,5,U,15.99391846,5,50,0,0,0,0,3.6,0,2.07,5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
3556,Fahrbahn,Fl_20150413_3556,45530025_45530015.01,2015/4/13,Los1\Bilddaten\28096\24.jpg,5.5,2.056557377,1.88,2.91,0,3.54,1,1.63,3.54,Ku,15.36090461,0,0,0,0,0,0,3.54,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
3603,Fahrbahn,Fl_20150413_3603,45530015_45530028.01,2015/4/13,Los1\Bilddaten\28097\10.jpg,14.86,3.196315789,4.22,4.2,0,4.22,1,1.8,4.22,Ku,10.43559359,0,0,0,0,0,0,2.67,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
3601,Fahrbahn,Fl_20150413_3601,45530015_45530028.01,2015/4/13,Los1\Bilddaten\28097\23.jpg,7.9,2.164509804,2.48,3.05,0,3.05,1,1.51,3.05,Lu,8.616273715,0,0,0,0,0,0,2.34,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
3604,Fahrbahn,Fl_20150413_3604,45530015_45530028.01,2015/4/13,Los1\Bilddaten\28097\3.jpg,7.17,2.5151,2.29,3.52,0,3.52,1,1.63,3.52,Ku,8.978710675,0,0,0,0,0,0,2.41,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
3600,Fahrbahn,Fl_20150413_3600,45530015_45530028.01,2015/4/13,Los1\Bilddaten\28097\30.jpg,4.2,1.581304348,1.55,2.28,0,2.64,1,1.41,2.64,Lu,10.29434233,0,0,0,0,0,0,2.64,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
3565,Fahrbahn,Fl_20150413_3565,45530028_45530023.02,2015/4/13,Los1\Bilddaten\28098\19.jpg,6.28,2.238120301,2.07,3.15,0,3.15,1,1.54,3.15,Lu,12.61075673,0,0,0,0,0,0,3.07,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
3564,Fahrbahn,Fl_20150413_3564,45530028_45530023.02,2015/4/13,Los1\Bilddaten\28098\28.jpg,4.84,1.744855072,1.71,2.49,0,2.67,1,1.42,2.67,Lu,10.43397169,0,0,0,0,0,0,2.67,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
3560,Fahrbahn,Fl_20150413_3560,45530028_45530023.02,2015/4/13,Los1\Bilddaten\28098\60.jpg,0,0,1,1,0,2.95,1,1.49,2.95,Lu,11.95781916,0,0,0,0,0,0,2.95,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
3573,Fahrbahn,Fl_20150413_3573,45530023_45530036.02,2015/4/13,Los1\Bilddaten\28099\20.jpg,6.19,1.388305085,2.05,2.02,0,2.6,1,1.4,2.6,Lu,10.03568266,0,0,0,0,0,0,2.6,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
3572,Fahrbahn,Fl_20150413_3572,45530023_45530036.02,2015/4/13,Los1\Bilddaten\28099\29.jpg,8.16,2.98979798,2.54,3.99,0,3.99,1,1.75,3.99,Ku,10.47760556,0,0,0,0,0,0,2.68,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
3571,Fahrbahn,Fl_20150413_3571,45530023_45530036.02,2015/4/13,Los1\Bilddaten\28099\38.jpg,7.86,3.487565217,2.47,4.49,0,4.49,1,1.87,4.49,Ku,8.462164139,0,0,0,0,0,0,2.31,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
3570,Fahrbahn,Fl_20150413_3570,45530023_45530036.02,2015/4/13,Los1\Bilddaten\28099\47.jpg,13.25,3.757765957,3.81,4.76,0,4.76,1,1.94,4.76,U,9.286505517,0,0,0,0,0,0,2.46,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
3569,Fahrbahn,Fl_20150413_3569,45530023_45530036.02,2015/4/13,Los1\Bilddaten\28099\56.jpg,11.21,2.466153846,3.3,3.45,0,3.59,2.62,2.86,3.59,Ku,15.88430748,5,10,0,0,0,0,3.59,0,2.07,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
3586,Fahrbahn,Fl_20150413_3586,45530036_45520010.01,2015/4/13,Los1\Bilddaten\28100\20.jpg,12.89,2.97577381,3.72,3.98,0,3.98,3.7,3.77,3.98,V,11.91402154,5,50,0,0,0,0,2.94,0,2.07,5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
3585,Fahrbahn,Fl_20150413_3585,45530036_45520010.01,2015/4/13,Los1\Bilddaten\28100\29.jpg,5.2,2.196222222,1.8,3.09,0,3.09,3.7,3.55,3.55,Ko,7.189241543,5,50,0,0,0,0,2.08,0,2.07,5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
3588,Fahrbahn,Fl_20150413_3588,45530036_45520010.01,2015/4/13,Los1\Bilddaten\28100\3.jpg,18.41,4.199176471,5,5,0,5,2.47,3.1,5,U,16.76987833,5,5,0,0,0,0,3.68,0,2.07,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2381,Fahrbahn,Fl_20150413_2381,46520006_46520028.01,2015/4/13,Los1\Bilddaten\28101\10.jpg,18.39,3.812774194,5,4.81,0,5,2.42,3.07,5,U,11.39717803,0,20,0,0,0,0,2.84,0,1,3.08,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2382,Fahrbahn,Fl_20150413_2382,46520006_46520028.01,2015/4/13,Los1\Bilddaten\28101\16.jpg,10.31,3.256581197,3.08,4.26,0,4.26,2.16,2.68,4.26,Ku,11.50862262,0,15,0,0,0,0,2.87,0,1,2.67,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2383,Fahrbahn,Fl_20150413_2383,46520006_46520028.01,2015/4/13,Los1\Bilddaten\28101\22.jpg,5.04,2.324385965,1.76,3.27,0,3.27,2.22,2.48,3.27,M,10.28923171,5,0,0,0,0,0,2.64,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
2402,Fahrbahn,Fl_20150413_2402,46520028_46520039.01,2015/4/13,Los1\Bilddaten\28102\15.jpg,11.88,3.727536232,3.47,4.73,0,4.73,1,1.93,4.73,U,12.90435257,0,0,0,0,0,0,3.12,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2403,Fahrbahn,Fl_20150413_2403,46520028_46520039.01,2015/4/13,Los1\Bilddaten\28102\24.jpg,12.38,3.043483146,3.6,4.04,0,4.04,1,1.76,4.04,Ku,13.49392693,0,0,0,0,0,0,3.23,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2404,Fahrbahn,Fl_20150413_2404,46520028_46520039.01,2015/4/13,Los1\Bilddaten\28102\32.jpg,14.43,3.978947368,4.11,4.98,0,4.98,2.22,2.91,4.98,U,15.23459316,5,0,0,0,0,0,3.52,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2405,Fahrbahn,Fl_20150413_2405,46520028_46520039.01,2015/4/13,Los1\Bilddaten\28102\40.jpg,14.18,3.559855072,4.05,4.56,0,4.56,3,3.39,4.56,U,11.87500112,10,5,0,0,0,0,2.93,0,2.79,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2385,Fahrbahn,Fl_20150413_2385,46520039_46520024.01,2015/4/13,Los1\Bilddaten\28103\12.jpg,9.78,4.025714286,2.95,5,0,5,1.88,2.66,5,U,15.86636033,0,10,0,0,0,0,3.59,0,1,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2406,Fahrbahn,Fl_20150413_2406,46520039_46520024.01,2015/4/13,Los1\Bilddaten\28103\16.jpg,9.87,3.483953488,2.97,4.48,0,4.48,2.62,3.09,4.48,Ku,14.40235729,5,10,0,0,0,0,3.39,0,2.07,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2384,Fahrbahn,Fl_20150413_2384,46520039_46520024.01,2015/4/13,Los1\Bilddaten\28103\6.jpg,9.23,3.131818182,2.81,4.13,0,4.13,3.12,3.37,4.13,Ku,16.37640438,5,25,0,0,0,0,3.64,0,2.07,3.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2446,Fahrbahn,Fl_20150413_2446,46520024_46520014.02,2015/4/13,Los1\Bilddaten\28104\13.jpg,6.27,2.063636364,2.07,2.92,0,3.07,3.82,3.63,3.63,Ko,12.66219711,20,10,0,0,0,0,3.07,0,4,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2447,Fahrbahn,Fl_20150413_2447,46520024_46520014.02,2015/4/13,Los1\Bilddaten\28104\18.jpg,0.6,0.353333333,1.08,1.18,0,2.8,2.22,2.36,2.8,M,11.17375866,5,0,0,0,0,0,2.8,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
2468,Fahrbahn,Fl_20150413_2468,46520024_46520014.02,2015/4/13,Los1\Bilddaten\28104\7.jpg,19.84,5.9653125,5,5,0,5,1,2,5,U,11.37753874,0,0,0,0,0,0,2.84,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2450,Fahrbahn,Fl_20150413_2450,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28105\12.jpg,5.48,1.622,1.87,2.33,0,3.54,2.22,2.55,3.54,Ku,15.39094898,5,0,0,0,0,0,3.54,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2451,Fahrbahn,Fl_20150413_2451,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28105\17.jpg,6.99,2.255882353,2.25,3.17,0,3.17,2.22,2.46,3.17,M,12.69430163,5,0,0,0,0,0,3.08,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
2452,Fahrbahn,Fl_20150413_2452,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28105\22.jpg,6.33,2.038421053,2.08,2.88,0,3.15,2.22,2.45,3.15,M,13.09847561,5,0,0,0,0,0,3.15,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
2454,Fahrbahn,Fl_20150413_2454,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28105\33.jpg,9.2,2.872375,2.8,3.87,0,3.87,2.22,2.63,3.87,Ku,11.41390593,5,0,0,0,0,0,2.85,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2455,Fahrbahn,Fl_20150413_2455,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28105\38.jpg,8.87,2.53109589,2.72,3.53,0,3.53,2.47,2.73,3.53,Ku,12.09512951,5,5,0,0,0,0,2.97,0,2.07,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2456,Fahrbahn,Fl_20150413_2456,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28105\43.jpg,6.12,2.139482759,2.03,3.02,0,3.02,2.47,2.61,3.02,M,11.40186334,5,5,0,0,0,0,2.85,0,2.07,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
2457,Fahrbahn,Fl_20150413_2457,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28105\48.jpg,15.28,2.900806452,4.32,3.9,0,4.32,2.22,2.74,4.32,Ku,7.232183132,5,0,0,0,0,0,2.09,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2458,Fahrbahn,Fl_20150413_2458,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28105\53.jpg,5.88,2.66,1.97,3.66,0,3.66,2.22,2.58,3.66,Ku,13.01567327,5,0,0,0,0,0,3.14,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2459,Fahrbahn,Fl_20150413_2459,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28105\59.jpg,11.74,3.890746269,3.44,4.89,0,4.89,3.72,4.01,4.89,U,16.38787055,10,30,1,10,0,0,3.64,0,2.79,3.83,1.5,2.25,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2460,Fahrbahn,Fl_20150413_2460,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28105\63.jpg,7.76,2.4959375,2.44,3.49,0,3.49,3.25,3.31,3.49,M,10.6499824,5,30,0,0,0,0,2.71,0,2.07,3.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
2449,Fahrbahn,Fl_20150413_2449,46520014_46520022.02,2015/4/13,Los1\Bilddaten\28105\7.jpg,12.32,2.267619048,3.58,3.19,0,3.58,1.61,2.1,3.58,Ku,12.97074522,1,0,0,0,0,0,3.13,0,1.5,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2463,Fahrbahn,Fl_20150413_2463,46520022_46530038.01,2015/4/13,Los1\Bilddaten\28106\14.jpg,5.48,2.958666667,1.87,3.96,0,3.96,2.62,2.96,3.96,Ku,12.08213322,5,10,0,0,0,0,2.97,0,2.07,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2461,Fahrbahn,Fl_20150413_2461,46520022_46530038.01,2015/4/13,Los1\Bilddaten\28106\2.jpg,8.49,3.095245902,2.62,4.1,0,4.1,2.95,3.24,4.1,Ku,15.61520899,5,20,0,0,0,0,3.56,0,2.07,3.08,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2464,Fahrbahn,Fl_20150413_2464,46520022_46530038.01,2015/4/13,Los1\Bilddaten\28106\20.jpg,3.44,1.304888889,1.43,1.91,0,3.08,1.99,2.27,3.08,M,12.68119319,1,5,0,0,0,0,3.08,0,1.5,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
2465,Fahrbahn,Fl_20150413_2465,46520022_46530038.01,2015/4/13,Los1\Bilddaten\28106\27.jpg,8.55,2.05137931,2.64,2.9,0,2.9,2.36,2.49,2.9,M,11.49626378,5,1,0,0,0,0,2.86,0,2.07,1.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
2466,Fahrbahn,Fl_20150413_2466,46520022_46530038.01,2015/4/13,Los1\Bilddaten\28106\32.jpg,10.78,2.948191489,3.2,3.95,0,3.95,2.22,2.65,3.95,Ku,12.41058037,5,0,0,0,0,0,3.03,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2462,Fahrbahn,Fl_20150413_2462,46520022_46530038.01,2015/4/13,Los1\Bilddaten\28106\7.jpg,9.19,2.859411765,2.8,3.86,0,3.86,2.22,2.63,3.86,Ku,12.28135334,5,0,0,0,0,0,3.01,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2442,Fahrbahn,Fl_20150413_2442,46530038_46530042.02,2015/4/13,Los1\Bilddaten\28107\15.jpg,14.2,3.630918367,4.05,4.63,0,4.63,2.95,3.37,4.63,U,13.02292146,5,20,0,0,0,0,3.14,0,2.07,3.08,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2443,Fahrbahn,Fl_20150413_2443,46530038_46530042.02,2015/4/13,Los1\Bilddaten\28107\21.jpg,9.65,2.956333333,2.91,3.96,0,3.96,3.34,3.49,3.96,Ku,13.04974306,10,20,0,0,0,0,3.15,0,2.79,3.08,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2444,Fahrbahn,Fl_20150413_2444,46530038_46530042.02,2015/4/13,Los1\Bilddaten\28107\26.jpg,10.54,2.257058824,3.14,3.18,0,3.18,2.93,2.99,3.18,M,10.8741217,10,0,0,1,0,0,2.75,0,2.79,1,1,1.5,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
