fid_1,bezeichnun,gis_id,elem_nr,datum,bildpfad,pgr_m,pgr_a,zw_pgr_m,zw_pgr_a,aun,twgeb,twrio,twsub,gw,kreuz,spt,ris,efli,afli,obs,ausbr,onf,zw_spt,zw_aun,zw_ris,zw_efli,zw_afli,zw_obs,lqrl,lqrp,eksl,eksp,btef,btep,sff,zw_btef,zw_btep,zw_lqrl,zw_lqrp,zw_eksl,zw_eksp,vnk,nnk,lage,fs,vst,bst,od_fs,zk,material,bauw,ausb
95,Fahrbahn,Fl_20150413_95,45510035_45510008.02,2015/4/13,Los1\Bilddaten\28068\55.jpg,12.57,3.900862069,3.64,4.9,0,4.9,2.22,2.89,4.9,U,15.25893419,5,0,0,0,0,0,3.53,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
87,Fahrbahn,Fl_20150413_87,45510035_45510008.02,2015/4/13,Los1\Bilddaten\28068\8.jpg,5.73,1.496046512,1.93,2.16,0,3.61,1,1.65,3.61,Ku,16.106833,0,0,0,0,0,0,3.61,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
79,Fahrbahn,Fl_20150413_79,45510008_45510028.02,2015/4/13,Los1\Bilddaten\28069\19.jpg,7.14,2.103333333,2.29,2.97,0,3.31,2.22,2.49,3.31,M,13.94298632,5,0,0,0,0,0,3.31,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
80,Fahrbahn,Fl_20150413_80,45510008_45510028.02,2015/4/13,Los1\Bilddaten\28069\27.jpg,7.66,3.081132075,2.42,4.08,0,4.08,2.22,2.68,4.08,Ku,14.9684028,5,0,0,0,0,0,3.49,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
81,Fahrbahn,Fl_20150413_81,45510008_45510028.02,2015/4/13,Los1\Bilddaten\28069\35.jpg,6.39,2.364256757,2.1,3.32,0,3.32,2.22,2.49,3.32,M,11.77126957,5,0,0,0,0,0,2.91,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
82,Fahrbahn,Fl_20150413_82,45510008_45510028.02,2015/4/13,Los1\Bilddaten\28069\43.jpg,5.63,2.046583851,1.91,2.9,0,2.9,1,1.47,2.9,Lu,10.26752272,0,0,0,0,0,0,2.64,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
68,Fahrbahn,Fl_20150413_68,45510028_45520013.01,2015/4/13,Los1\Bilddaten\28070\11.jpg,6.14,2.884666667,2.04,3.88,0,3.88,1,1.72,3.88,Ku,11.26043396,0,0,0,0,0,0,2.82,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
70,Fahrbahn,Fl_20150413_70,45510028_45520013.01,2015/4/13,Los1\Bilddaten\28070\27.jpg,4.26,1.613232323,1.57,2.32,0,2.79,1,1.45,2.79,Lu,11.07832408,0,0,0,0,0,0,2.79,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
71,Fahrbahn,Fl_20150413_71,45510028_45520013.01,2015/4/13,Los1\Bilddaten\28070\34.jpg,10.29,3.142553191,3.07,4.14,0,4.14,2.22,2.7,4.14,Ku,12.69148627,5,0,0,0,0,0,3.08,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
72,Fahrbahn,Fl_20150413_72,45510028_45520013.01,2015/4/13,Los1\Bilddaten\28070\41.jpg,8.79,3.321310345,2.7,4.32,0,4.32,1,1.83,4.32,Ku,16.49848204,0,0,0,0,0,0,3.65,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
74,Fahrbahn,Fl_20150413_74,45510028_45520013.01,2015/4/13,Los1\Bilddaten\28070\58.jpg,13.35,3.539484536,3.84,4.54,0,4.54,1,1.88,4.54,U,18.07926903,0,0,0,0,0,0,3.81,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
75,Fahrbahn,Fl_20150413_75,45510028_45520013.01,2015/4/13,Los1\Bilddaten\28070\65.jpg,14.44,4.511016949,4.11,5,0,5,2.85,3.38,5,U,14.65610432,10,0,0,0,0,0,3.44,0,2.79,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
1537,Fahrbahn,Fl_20150413_1537,45520013_45520014.02,2015/4/13,Los1\Bilddaten\28070\68.jpg,10.31,2.630512821,3.08,3.63,0,3.63,4.02,3.92,3.92,V,13.83675834,10,30,0,30,0,0,3.29,0,2.79,3.83,1,3.83,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
113,Fahrbahn,Fl_20150413_113,45520013_45520002.02,2015/4/13,Los1\Bilddaten\28071\12.jpg,5.34,3.212142857,1.84,4.21,0,4.21,2.79,3.14,4.21,Ku,13.34737563,5,15,0,0,0,0,3.2,0,2.07,2.67,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
114,Fahrbahn,Fl_20150413_114,45520013_45520002.02,2015/4/13,Los1\Bilddaten\28071\17.jpg,9.49,2.804702703,2.87,3.8,0,3.8,2.79,3.04,3.8,Ku,17.83303166,5,15,0,0,0,0,3.78,0,2.07,2.67,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
115,Fahrbahn,Fl_20150413_115,45520013_45520002.02,2015/4/13,Los1\Bilddaten\28071\25.jpg,5.73,2.526860465,1.93,3.53,0,3.56,2.16,2.51,3.56,Ku,15.64390446,0,15,0,0,0,0,3.56,0,1,2.67,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
117,Fahrbahn,Fl_20150413_117,45520013_45520002.02,2015/4/13,Los1\Bilddaten\28071\40.jpg,12.5,3.238988764,3.63,4.24,0,4.24,3.7,3.83,4.24,V,16.26778676,5,50,0,0,0,0,3.63,0,2.07,5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
120,Fahrbahn,Fl_20150413_120,45520013_45520002.02,2015/4/13,Los1\Bilddaten\28071\47.jpg,19.9,2.745087719,5,3.75,0,5,3.7,4.02,5,U,10.37784464,5,60,0,0,0,0,2.66,0,2.07,5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
529,Fahrbahn,Fl_20150413_529,45520013_45520014.02,2015/4/13,Los1\Bilddaten\28071\5.jpg,8.71,2.366111111,2.68,3.32,0,3.32,1,1.58,3.32,Lu,9.894050433,0,0,0,0,0,0,2.57,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
121,Fahrbahn,Fl_20150413_121,45520013_45520002.02,2015/4/13,Los1\Bilddaten\28071\54.jpg,11.9,2.321232877,3.48,3.26,0,3.48,2.86,3.01,3.48,M,10.8524859,0,30,0,0,0,0,2.75,0,1,3.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
119,Fahrbahn,Fl_20150413_119,45520013_45520002.02,2015/4/13,Los1\Bilddaten\28071\8.jpg,15.14,6.728043478,4.29,5,0,5,4.23,4.42,5,U,13.90078643,15,50,1,5,0,0,3.3,0,3.5,5,1.5,1.83,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
57,Fahrbahn,Fl_20150413_57,45520002_45520004.02,2015/4/13,Los1\Bilddaten\28072\10.jpg,8.47,2.711262136,2.62,3.71,0,3.71,1,1.68,3.71,Ku,7.89022468,0,0,0,0,0,0,2.21,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
59,Fahrbahn,Fl_20150413_59,45520002_45520004.02,2015/4/13,Los1\Bilddaten\28072\26.jpg,6.68,2.328305085,2.17,3.27,0,3.27,1,1.57,3.27,Lu,10.45066307,0,0,0,0,0,0,2.67,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
56,Fahrbahn,Fl_20150413_56,45520002_45520004.02,2015/4/13,Los1\Bilddaten\28072\3.jpg,9.03,2.968901099,2.76,3.97,0,3.97,1,1.74,3.97,Ku,8.662859448,0,0,0,0,0,0,2.35,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
60,Fahrbahn,Fl_20150413_60,45520002_45520004.02,2015/4/13,Los1\Bilddaten\28072\34.jpg,9.52,2.467987013,2.88,3.46,0,3.46,1,1.61,3.46,Lu,8.786356633,0,0,0,0,0,0,2.37,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
61,Fahrbahn,Fl_20150413_61,45520002_45520004.02,2015/4/13,Los1\Bilddaten\28072\41.jpg,9.1,3.1178,2.78,4.12,0,4.12,1,1.78,4.12,Ku,10.80295579,0,0,0,0,0,0,2.74,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
63,Fahrbahn,Fl_20150413_63,45520002_45520004.02,2015/4/13,Los1\Bilddaten\28072\59.jpg,8.83,3.336333333,2.71,4.34,0,4.34,1.58,2.27,4.34,Ku,14.98185841,0,5,0,0,0,0,3.5,0,1,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
64,Fahrbahn,Fl_20150413_64,45520002_45520004.02,2015/4/13,Los1\Bilddaten\28072\67.jpg,7.48,2.413220339,2.37,3.38,0,3.78,1,1.69,3.78,Ku,17.78205262,0,0,0,0,0,0,3.78,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
65,Fahrbahn,Fl_20150413_65,45520002_45520004.02,2015/4/13,Los1\Bilddaten\28072\75.jpg,4.05,1.160526316,1.51,1.71,0,3.82,2.22,2.62,3.82,Ku,18.23515754,5,0,0,0,0,0,3.82,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
46,Fahrbahn,Fl_20150413_46,45520004_45520025.01,2015/4/13,Los1\Bilddaten\28073\22.jpg,10.13,2.728494624,3.03,3.73,0,3.73,1,1.68,3.73,Ku,14.37095846,0,0,0,0,0,0,3.39,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
44,Fahrbahn,Fl_20150413_44,45520004_45520025.01,2015/4/13,Los1\Bilddaten\28073\3.jpg,19.3,5.436949153,5,5,0,5,2.79,3.34,5,U,15.39847672,5,15,0,0,0,0,3.54,0,2.07,2.67,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
47,Fahrbahn,Fl_20150413_47,45520004_45520025.01,2015/4/13,Los1\Bilddaten\28073\31.jpg,5.9,2.334545455,1.98,3.28,0,3.55,2.22,2.55,3.55,Ku,15.47643162,5,0,0,0,0,0,3.55,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
50,Fahrbahn,Fl_20150413_50,45520004_45520025.01,2015/4/13,Los1\Bilddaten\28073\55.jpg,6.33,2.074454545,2.08,2.93,0,4.09,1,1.77,4.09,Ku,20.90212644,0,0,0,0,0,0,4.09,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
52,Fahrbahn,Fl_20150413_52,45520004_45520025.01,2015/4/13,Los1\Bilddaten\28073\68.jpg,8.11,3.6425,2.53,4.64,0,4.64,2.85,3.3,4.64,U,10.07781671,10,0,0,0,0,0,2.61,0,2.79,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4555,Fahrbahn,Fl_20150413_4555,45520025_45520032.01,2015/4/13,Los1\Bilddaten\28073\72.jpg,11.21,3.53375,3.3,4.53,0,4.53,4.13,4.23,4.53,U,16.39689428,25,5,1,10,0,0,3.64,0,4.5,1.83,1.5,2.25,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
185,Fahrbahn,Fl_20150413_185,45510017_45510034.02,2015/4/13,Los1\Bilddaten\28075\1.jpg,6.96,6.96,2.24,5,0,5,2.22,2.91,5,U,14.36366364,5,0,0,0,0,0,3.38,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4710,Fahrbahn,Fl_20150413_4710,45510017_45510034.02,2015/4/13,Los1\Bilddaten\28075\27.jpg,11.38,3.2415,3.35,4.24,0,4.24,1.88,2.47,4.24,Ku,11.65293095,0,10,0,0,0,0,2.89,0,1,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
4706,Fahrbahn,Fl_20150413_4706,45510017_45510034.02,2015/4/13,Los1\Bilddaten\28075\4.jpg,12.4,7.872,3.6,5,0,5,2.22,2.91,5,U,13.54024331,5,0,0,0,0,0,3.23,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4699,Fahrbahn,Fl_20150413_4699,45510034_45510018.02,2015/4/13,Los1\Bilddaten\28076\10.jpg,4.79,1.811149425,1.7,2.58,0,2.58,1,1.4,2.58,Lu,9.103946703,0,0,0,0,0,0,2.43,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
4700,Fahrbahn,Fl_20150413_4700,45510034_45510018.02,2015/4/13,Los1\Bilddaten\28076\18.jpg,8.7,2.292681159,2.68,3.22,0,3.22,1,1.56,3.22,Lu,11.08467385,0,0,0,0,0,0,2.79,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
4698,Fahrbahn,Fl_20150413_4698,45510034_45510018.02,2015/4/13,Los1\Bilddaten\28076\2.jpg,8.44,2.532900763,2.61,3.53,0,3.53,1,1.63,3.53,Ku,13.4709729,0,0,0,0,0,0,3.22,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4701,Fahrbahn,Fl_20150413_4701,45510034_45510018.02,2015/4/13,Los1\Bilddaten\28076\26.jpg,17.02,3.688589744,4.76,4.69,0,4.76,1,1.94,4.76,U,12.87214779,0,0,0,0,0,0,3.11,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4705,Fahrbahn,Fl_20150413_4705,45510034_45510018.02,2015/4/13,Los1\Bilddaten\28076\56.jpg,5.89,2.227346939,1.97,3.14,0,3.57,2.22,2.55,3.57,Ku,15.6611233,5,0,0,0,0,0,3.57,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4697,Fahrbahn,Fl_20150413_4697,45510018_45510035.02,2015/4/13,Los1\Bilddaten\28077\15.jpg,5.84,1.398227848,1.96,2.03,0,2.19,1,1.3,2.19,Lu,7.792635693,0,0,0,0,0,0,2.19,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,3,2,,
4683,Fahrbahn,Fl_20150413_4683,45510035_45510008.02,2015/4/13,Los1\Bilddaten\28077\21.jpg,3.52,0.855116279,1.44,1.43,0,2.82,1,1.45,2.82,Lu,11.25607699,0,0,0,0,0,0,2.82,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
4688,Fahrbahn,Fl_20150413_4688,45510035_45510008.02,2015/4/13,Los1\Bilddaten\28078\18.jpg,6.73,1.654516129,2.18,2.37,0,2.52,1,1.38,2.52,Lu,9.585792947,0,0,0,0,0,0,2.52,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
4689,Fahrbahn,Fl_20150413_4689,45510035_45510008.02,2015/4/13,Los1\Bilddaten\28078\25.jpg,6.77,1.755555556,2.19,2.51,0,2.89,1,1.47,2.89,Lu,11.63603758,0,0,0,0,0,0,2.89,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
4685,Fahrbahn,Fl_20150413_4685,45510035_45510008.02,2015/4/13,Los1\Bilddaten\28078\3.jpg,8.31,2.479518072,2.58,3.47,0,3.47,1,1.62,3.47,Lu,10.78623892,0,0,0,0,0,0,2.73,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
4690,Fahrbahn,Fl_20150413_4690,45510035_45510008.02,2015/4/13,Los1\Bilddaten\28078\32.jpg,8.33,3.306161616,2.58,4.31,0,4.31,1,1.83,4.31,Ku,11.85073051,0,0,0,0,0,0,2.93,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
4691,Fahrbahn,Fl_20150413_4691,45510035_45510008.02,2015/4/13,Los1\Bilddaten\28078\40.jpg,13.18,3.259637681,3.8,4.26,0,4.26,2.22,2.73,4.26,Ku,11.71889294,5,0,0,0,0,0,2.9,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
4679,Fahrbahn,Fl_20150413_4679,45510008_45510028.02,2015/4/13,Los1\Bilddaten\28079\21.jpg,8.43,2.568928571,2.61,3.57,0,3.57,2.22,2.55,3.57,Ku,12.09673778,5,0,0,0,0,0,2.97,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4677,Fahrbahn,Fl_20150413_4677,45510008_45510028.02,2015/4/13,Los1\Bilddaten\28079\9.jpg,8.89,3.040588235,2.72,4.04,0,4.04,2.62,2.98,4.04,Ku,8.94909745,5,10,0,0,0,0,2.4,0,2.07,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
4668,Fahrbahn,Fl_20150413_4668,45510028_45520013.01,2015/4/13,Los1\Bilddaten\28080\16.jpg,7.77,2.628426966,2.44,3.63,0,3.63,1,1.66,3.63,Ku,12.01548038,0,0,0,0,0,0,2.96,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4669,Fahrbahn,Fl_20150413_4669,45510028_45520013.01,2015/4/13,Los1\Bilddaten\28080\23.jpg,4.44,1.528888889,1.61,2.21,0,3.09,1,1.52,3.09,Lu,12.76973542,0,0,0,0,0,0,3.09,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
4671,Fahrbahn,Fl_20150413_4671,45510028_45520013.01,2015/4/13,Los1\Bilddaten\28080\40.jpg,5.62,2.285732484,1.91,3.21,0,3.21,1,1.55,3.21,Lu,12.12635972,0,0,0,0,0,0,2.98,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
4672,Fahrbahn,Fl_20150413_4672,45510028_45520013.01,2015/4/13,Los1\Bilddaten\28080\48.jpg,6.49,2.723271028,2.12,3.72,0,3.8,1,1.7,3.8,Ku,18.01962157,0,0,0,0,0,0,3.8,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4674,Fahrbahn,Fl_20150413_4674,45510028_45520013.01,2015/4/13,Los1\Bilddaten\28080\61.jpg,10.76,3.149333333,3.19,4.15,0,4.15,2.22,2.7,4.15,Ku,16.06029197,5,0,0,0,0,0,3.61,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
4712,Fahrbahn,Fl_20150413_4712,45520013_45520002.02,2015/4/13,Los1\Bilddaten\28081\13.jpg,3.07,0.944,1.38,1.47,0,3.39,2.22,2.51,3.39,M,14.40580404,5,0,0,0,0,0,3.39,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
4713,Fahrbahn,Fl_20150413_4713,45520013_45520002.02,2015/4/13,Los1\Bilddaten\28081\18.jpg,11.58,2.211230769,3.4,3.11,0,3.4,1,1.6,3.4,Lu,13.7328097,0,0,0,0,0,0,3.27,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
4714,Fahrbahn,Fl_20150413_4714,45520013_45520002.02,2015/4/13,Los1\Bilddaten\28081\23.jpg,8.74,2.275789474,2.69,3.2,0,3.2,1,1.55,3.2,Lu,12.60133811,0,0,0,0,0,0,3.06,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
4658,Fahrbahn,Fl_20150413_4658,45520002_45520004.02,2015/4/13,Los1\Bilddaten\28082\16.jpg,12.17,2.434272727,3.54,3.41,0,3.54,1,1.64,3.54,Ku,8.882524091,0,0,0,0,0,0,2.39,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4655,Fahrbahn,Fl_20150413_4655,45520002_45520004.02,2015/4/13,Los1\Bilddaten\28082\2.jpg,7.8,2.574795322,2.45,3.57,0,3.57,1,1.64,3.57,Ku,11.68186981,0,0,0,0,0,0,2.9,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4659,Fahrbahn,Fl_20150413_4659,45520002_45520004.02,2015/4/13,Los1\Bilddaten\28082\21.jpg,10.99,3.097659574,3.25,4.1,0,4.1,1,1.77,4.1,Ku,9.392584283,0,0,0,0,0,0,2.48,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
4664,Fahrbahn,Fl_20150413_4664,45520002_45520004.02,2015/4/13,Los1\Bilddaten\28082\52.jpg,15.33,3.810315789,4.33,4.81,0,4.81,2.22,2.86,4.81,U,20.07828539,5,0,0,0,0,0,4.01,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4665,Fahrbahn,Fl_20150413_4665,45520002_45520004.02,2015/4/13,Los1\Bilddaten\28082\60.jpg,13.16,3.547380952,3.79,4.55,0,4.55,2.22,2.8,4.55,U,15.09247022,5,0,0,0,0,0,3.51,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4656,Fahrbahn,Fl_20150413_4656,45520002_45520004.02,2015/4/13,Los1\Bilddaten\28082\7.jpg,11.41,2.302169811,3.35,3.24,0,3.35,1,1.59,3.35,Lu,7.244677974,0,0,0,0,0,0,2.09,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
4645,Fahrbahn,Fl_20150413_4645,45520004_45520025.01,2015/4/13,Los1\Bilddaten\28083\15.jpg,1.88,0.6785,1.24,1.34,0,3.63,1,1.66,3.63,Ku,16.34148047,0,0,0,0,0,0,3.63,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4646,Fahrbahn,Fl_20150413_4646,45520004_45520025.01,2015/4/13,Los1\Bilddaten\28083\21.jpg,1.89,1.316,1.24,1.92,0,3.28,2.22,2.48,3.28,M,13.81423527,5,0,0,0,0,0,3.28,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
4647,Fahrbahn,Fl_20150413_4647,45520004_45520025.01,2015/4/13,Los1\Bilddaten\28083\28.jpg,4.21,1.720333333,1.55,2.46,0,3.72,1,1.68,3.72,Ku,17.1741152,0,0,0,0,0,0,3.72,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4643,Fahrbahn,Fl_20150413_4643,45520004_45520025.01,2015/4/13,Los1\Bilddaten\28083\3.jpg,14.6,4.0584375,4.15,5,0,5,2.95,3.47,5,U,13.05185355,5,20,0,0,0,0,3.15,0,2.07,3.08,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4649,Fahrbahn,Fl_20150413_4649,45520004_45520025.01,2015/4/13,Los1\Bilddaten\28083\42.jpg,8.18,3.719166667,2.55,4.72,0,4.72,1,1.93,4.72,U,16.84588793,0,0,0,0,0,0,3.68,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4650,Fahrbahn,Fl_20150413_4650,45520004_45520025.01,2015/4/13,Los1\Bilddaten\28083\49.jpg,7.08,2.466944444,2.27,3.46,0,3.82,2.22,2.62,3.82,Ku,18.23267761,5,0,0,0,0,0,3.82,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
4651,Fahrbahn,Fl_20150413_4651,45520004_45520025.01,2015/4/13,Los1\Bilddaten\28083\54.jpg,5.72,3.023333333,1.93,4.02,0,4.02,2.22,2.67,4.02,Ku,12.57204698,5,0,0,0,0,0,3.06,0,2.07,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
4644,Fahrbahn,Fl_20150413_4644,45520004_45520025.01,2015/4/13,Los1\Bilddaten\28083\9.jpg,5.86,2.162631579,1.97,3.05,0,3.38,1,1.59,3.38,Lu,14.31682952,0,0,0,0,0,0,3.38,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
4654,Fahrbahn,Fl_20150413_4654,45520025_45520022.01,2015/4/13,Los1\Bilddaten\28084\14.jpg,6.86,3.029375,2.22,4.03,0,4.03,1,1.76,4.03,Ku,16.23949214,0,0,0,0,0,0,3.62,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2655,Fahrbahn,Fl_20150413_2655,45520022_45520012.01,2015/4/13,Los1\Bilddaten\28084\16.jpg,17.42,4.797121212,4.86,5,0,5,3.89,4.17,5,U,15.53301785,20,5,0,10,0,0,3.55,0,4,1.83,1,2.25,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4652,Fahrbahn,Fl_20150413_4652,45520025_45520022.01,2015/4/13,Los1\Bilddaten\28084\2.jpg,11.21,3.718203125,3.3,4.72,0,4.72,2.93,3.38,4.72,U,13.5181632,10,0,1,0,0,0,3.23,0,2.79,1,1.5,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
4653,Fahrbahn,Fl_20150413_4653,45520025_45520022.01,2015/4/13,Los1\Bilddaten\28084\9.jpg,4.28,1.17047619,1.57,1.73,0,3.17,1,1.54,3.17,Lu,13.21099309,0,0,0,0,0,0,3.17,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
166,Fahrbahn,Fl_20150413_166,45520022_45520012.01,2015/4/13,Los1\Bilddaten\28085\0.jpg,12.68,5.265952381,3.67,5,0,5,2.67,3.25,5,U,15.34367448,0,25,0,0,0,0,3.53,0,1,3.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
175,Fahrbahn,Fl_20150413_175,45520007_45520022.01,2015/4/13,Los1\Bilddaten\28085\12.jpg,8.56,2.438387097,2.64,3.42,0,3.5,1,1.63,3.5,Ku,15.01421373,0,0,0,0,0,0,3.5,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
177,Fahrbahn,Fl_20150413_177,45520007_45520022.01,2015/4/13,Los1\Bilddaten\28085\25.jpg,9.83,2.738474576,2.96,3.74,0,3.74,2.81,3.04,3.74,Ku,16.19029185,5,10,0,5,0,0,3.62,0,2.07,2.25,1,1.83,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
180,Fahrbahn,Fl_20150413_180,45520007_45520022.01,2015/4/13,Los1\Bilddaten\28085\48.jpg,19.57,3.943448276,5,4.94,0,5,3.02,3.52,5,U,15.81584025,1,30,0,0,0,0,3.58,0,1.5,3.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
160,Fahrbahn,Fl_20150413_160,45520010_45520007.01,2015/4/13,Los1\Bilddaten\28086\11.jpg,10.02,2.254186047,3.01,3.17,0,3.17,3.33,3.29,3.29,M,11.50665727,1,40,0,0,0,0,2.86,0,1.5,4.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
161,Fahrbahn,Fl_20150413_161,45520010_45520007.01,2015/4/13,Los1\Bilddaten\28086\17.jpg,14.6,4.551052632,4.15,5,0,5,3.54,3.9,5,U,10.68589566,1,50,0,0,0,0,2.72,0,1.5,5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
163,Fahrbahn,Fl_20150413_163,45520010_45520007.01,2015/4/13,Los1\Bilddaten\28086\30.jpg,8.82,2.566511628,2.71,3.57,0,3.57,1,1.64,3.57,Ku,10.71943649,0,0,0,0,0,0,2.72,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
159,Fahrbahn,Fl_20150413_159,45520010_45520007.01,2015/4/13,Los1\Bilddaten\28086\5.jpg,6.21,1.31509434,2.05,1.92,0,3.54,3.2,3.28,3.54,Ku,15.38894673,0,40,0,0,0,0,3.54,0,1,4.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
